               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.015351,           0.0040413,          0.00085504,              0.9987,             0.98113,             0.98977,             0.86377,            0.013393,           0.0025688,           0.0006114,            0.002476,            0.002476,            0.002476
                 154,            0.013274,           0.0036574,          0.00067578,             0.99852,             0.98113,              0.9896,             0.86028,            0.015207,            0.002549,          0.00059417,           0.0024265,           0.0024265,           0.0024265
                 155,            0.015195,           0.0040113,          0.00078175,             0.99816,             0.98113,             0.99035,             0.87663,            0.012252,           0.0024761,          0.00058854,            0.002377,            0.002377,            0.002377
                 156,             0.01476,            0.004193,          0.00088786,             0.99808,             0.98113,             0.99015,             0.88065,             0.01187,           0.0024603,          0.00058606,           0.0023275,           0.0023275,           0.0023275
                 157,            0.014774,           0.0043433,           0.0008209,             0.99926,             0.98255,             0.99086,              0.8645,            0.012665,           0.0024815,          0.00057465,            0.002278,            0.002278,            0.002278
                 158,            0.014468,           0.0043592,          0.00073003,             0.99816,             0.98113,             0.99038,             0.88451,            0.011907,           0.0024393,          0.00056616,           0.0022285,           0.0022285,           0.0022285
                 159,            0.013928,           0.0035908,           0.0010992,             0.99824,             0.98113,             0.99056,             0.87696,             0.01197,           0.0024206,          0.00056054,            0.002179,            0.002179,            0.002179
                 160,            0.013361,            0.004205,          0.00074898,             0.99831,             0.98113,             0.98221,             0.85199,            0.013033,           0.0024544,           0.0005407,           0.0021295,           0.0021295,           0.0021295
                 161,              0.0153,            0.004189,          0.00069075,             0.99812,             0.98113,             0.99069,             0.88489,            0.011393,           0.0023903,          0.00052837,             0.00208,             0.00208,             0.00208
                 162,            0.014728,           0.0035693,          0.00092406,             0.99798,             0.98113,             0.99069,             0.87975,             0.01159,           0.0023789,          0.00052017,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01307,           0.0033466,          0.00065496,             0.99794,             0.98113,             0.99067,             0.88185,            0.012185,           0.0023881,          0.00050678,            0.001981,            0.001981,            0.001981
                 164,            0.014452,           0.0041415,          0.00077478,             0.99927,             0.98244,             0.99078,             0.88433,            0.011349,            0.002346,          0.00049559,           0.0019315,           0.0019315,           0.0019315
                 165,             0.01323,           0.0042793,          0.00065689,             0.99792,             0.98113,             0.98999,             0.88127,            0.011358,           0.0023416,          0.00048955,            0.001882,            0.001882,            0.001882
                 166,            0.013581,           0.0039835,          0.00057215,             0.99808,             0.98113,             0.99001,             0.87132,            0.012592,            0.002329,          0.00048415,           0.0018325,           0.0018325,           0.0018325
                 167,            0.013446,           0.0045427,          0.00071925,             0.99814,             0.98113,             0.99001,             0.89614,            0.010589,           0.0022748,          0.00048354,            0.001783,            0.001783,            0.001783
                 168,            0.013252,            0.003987,          0.00085575,              0.9983,             0.98113,              0.9902,             0.88637,            0.011391,           0.0023077,          0.00048351,           0.0017335,           0.0017335,           0.0017335
                 169,            0.012955,           0.0040553,          0.00058517,             0.99843,             0.98113,                0.99,             0.88808,            0.011567,           0.0022941,          0.00047671,            0.001684,            0.001684,            0.001684
                 170,            0.012879,           0.0041061,          0.00090496,             0.99847,             0.98113,             0.98999,             0.89243,            0.010563,           0.0022374,          0.00047296,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013961,           0.0034724,          0.00060605,             0.99849,             0.98113,             0.98106,              0.9026,            0.010997,            0.002281,          0.00046914,            0.001585,            0.001585,            0.001585
                 172,            0.012055,           0.0040497,          0.00054496,             0.99844,             0.98113,             0.98107,             0.89557,             0.01081,           0.0022779,          0.00045923,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012406,           0.0035395,          0.00063299,             0.99844,             0.98113,             0.98999,             0.89947,             0.01036,           0.0022602,          0.00045354,            0.001486,            0.001486,            0.001486
                 174,            0.011734,           0.0036813,           0.0010597,             0.99847,             0.98113,             0.98105,             0.90488,            0.010211,           0.0022469,          0.00044864,           0.0014365,           0.0014365,           0.0014365
                 175,            0.010926,           0.0037885,          0.00060892,             0.99847,             0.98113,             0.99018,             0.91259,            0.010416,           0.0022422,          0.00044069,            0.001387,            0.001387,            0.001387
                 176,            0.011679,           0.0033129,           0.0004907,             0.99846,             0.98113,              0.9902,             0.91215,            0.010136,           0.0022224,          0.00043093,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012241,           0.0034575,          0.00053354,             0.99847,             0.98113,              0.9902,             0.91468,             0.01047,            0.002235,            0.000424,            0.001288,            0.001288,            0.001288
                 178,            0.011222,           0.0039353,           0.0010509,             0.99845,             0.98113,             0.98114,              0.9012,            0.010227,           0.0022361,          0.00041265,           0.0012385,           0.0012385,           0.0012385
                 179,            0.012279,           0.0039806,          0.00049868,             0.99843,             0.98113,             0.98114,              0.9006,            0.010138,           0.0022251,          0.00040449,            0.001189,            0.001189,            0.001189
                 180,            0.011464,           0.0034802,          0.00055793,             0.99835,             0.98113,             0.98115,             0.89762,             0.01031,           0.0022376,          0.00039945,           0.0011395,           0.0011395,           0.0011395
                 181,            0.011408,           0.0035208,          0.00077418,             0.99841,             0.98113,             0.98112,             0.90143,            0.010195,           0.0021823,          0.00039681,             0.00109,             0.00109,             0.00109
                 182,             0.01212,           0.0034296,           0.0005986,             0.99831,             0.98113,             0.98112,             0.91035,           0.0098082,           0.0021687,          0.00038946,           0.0010405,           0.0010405,           0.0010405
                 183,            0.011179,           0.0043671,          0.00051293,             0.99841,             0.98113,             0.99001,             0.91844,           0.0094373,           0.0021617,          0.00038567,            0.000991,            0.000991,            0.000991
                 184,             0.01146,            0.003887,          0.00053325,             0.99842,             0.98113,             0.98111,             0.91249,           0.0097648,           0.0021745,           0.0003758,           0.0009415,           0.0009415,           0.0009415
                 185,            0.011277,           0.0039273,          0.00047485,             0.99833,             0.98113,             0.98118,             0.91066,           0.0097716,           0.0021892,          0.00036453,            0.000892,            0.000892,            0.000892
                 186,            0.011368,           0.0039217,          0.00043475,             0.99829,             0.98113,             0.99021,              0.9126,           0.0094846,           0.0021926,          0.00035826,           0.0008425,           0.0008425,           0.0008425
                 187,            0.010352,           0.0037395,          0.00039354,             0.99823,             0.98113,             0.99021,             0.90681,           0.0098005,           0.0022252,           0.0003459,            0.000793,            0.000793,            0.000793
                 188,            0.010293,           0.0035172,          0.00039625,             0.99833,             0.98113,             0.98118,             0.91264,           0.0095158,           0.0022043,          0.00033518,           0.0007435,           0.0007435,           0.0007435
                 189,            0.010417,           0.0036918,          0.00043825,             0.99835,             0.98113,             0.99022,             0.92039,           0.0094061,           0.0021978,          0.00032884,            0.000694,            0.000694,            0.000694
                 190,            0.010673,           0.0037459,          0.00067389,             0.99838,             0.98113,             0.98119,             0.91614,           0.0095299,           0.0021973,          0.00031951,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011123,           0.0028906,           0.0016285,             0.99836,             0.98113,             0.98119,             0.91699,           0.0092942,           0.0021899,          0.00030786,            0.000595,            0.000595,            0.000595
                 192,            0.010379,           0.0035678,           0.0004081,             0.99841,             0.98113,             0.98119,             0.91545,           0.0093352,           0.0021977,          0.00030397,           0.0005455,           0.0005455,           0.0005455
                 193,            0.010181,           0.0032866,          0.00091777,             0.99842,             0.98113,             0.98122,             0.91964,           0.0092295,           0.0021997,          0.00029661,            0.000496,            0.000496,            0.000496
                 194,            0.010212,           0.0032441,           0.0003942,              0.9984,             0.98113,             0.98121,             0.90898,           0.0092287,           0.0021873,          0.00029098,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01109,            0.003129,          0.00049859,             0.99835,             0.98113,             0.98122,              0.9144,           0.0093176,            0.002181,          0.00028811,            0.000397,            0.000397,            0.000397
                 196,             0.01054,            0.003588,          0.00062246,             0.99858,             0.98113,              0.9812,             0.91971,           0.0090614,           0.0021742,          0.00028353,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01113,           0.0033732,          0.00034003,             0.99863,             0.98113,             0.98115,             0.91366,           0.0090668,           0.0021775,            0.000278,            0.000298,            0.000298,            0.000298
                 198,            0.010545,           0.0034633,          0.00052072,             0.99858,             0.98113,             0.98116,             0.91942,           0.0090436,           0.0021734,          0.00027657,           0.0002485,           0.0002485,           0.0002485
                 199,            0.010419,           0.0034368,          0.00033722,             0.99858,             0.98113,             0.99021,             0.91879,           0.0088895,           0.0021651,          0.00027245,            0.000199,            0.000199,            0.000199
